hgnc_id	symbol	name	location_sortable	alias_symbol
HGNC:8126	OGN	osteoglycin	09q22.31	"mimecan|OIF|SLRR3A"
HGNC:8127	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	Xq13.1	"O-GLCNAC|HRNT1|MGC22921|FLJ23071|OGT1"
HGNC:20300	OIP5	Opa interacting protein 5	15q15.1	"MIS18B|hMIS18beta|CT86"
HGNC:29953	OIT3	oncoprotein induced transcript 3	10q22.1	"LZP|FLJ39116"
HGNC:28833	OLA1	Obg like ATPase 1	02q31.1	PTD004
HGNC:25625	OLAH	oleoyl-ACP hydrolase	10p13	"FLJ11106|SAST"
HGNC:17187	OLFM1	olfactomedin 1	09q34.3	"NOE1|OlfA|AMY|NOELIN"
HGNC:17189	OLFM2	olfactomedin 2	19p13.2	"OlfC|NOE2"
HGNC:17990	OLFM3	olfactomedin 3	01p21.1	NOE3
HGNC:17190	OLFM4	olfactomedin 4	13q14.3	"OlfD|GW112|GC1"
HGNC:24473	OLFML1	olfactomedin like 1	11p15.4	UNQ564
HGNC:27270	OLFML2A	olfactomedin like 2A	09q33.3	FLJ00237
HGNC:24558	OLFML2B	olfactomedin like 2B	01q23.3	DKFZP586L151
HGNC:24956	OLFML3	olfactomedin like 3	01p13.2	"HNOEL-iso|OLF44"
HGNC:16983	OLIG1	oligodendrocyte transcription factor 1	21q22.11	"BHLHB6|bHLHe21"
HGNC:9398	OLIG2	oligodendrocyte transcription factor 2	21q22.11	"RACK17|OLIGO2|bHLHe19"
HGNC:18003	OLIG3	oligodendrocyte transcription factor 3	06q23.3	"Bhlhb7|bHLHe20"
HGNC:8133	OLR1	oxidized low density lipoprotein receptor 1	12p13.2	"LOX-1|SCARE1|CLEC8A"
HGNC:29661	OMA1	OMA1 zinc metallopeptidase	01p32.2-p32.1	"MPRP-1|YKR087C|ZMPOMA1|FLJ33782"
HGNC:8134	OMD	osteomodulin	09q22.31	"osteoadherin|SLRR2C"
HGNC:8135	OMG	oligodendrocyte myelin glycoprotein	17q11.2	OMGP
HGNC:8136	OMP	olfactory marker protein	11q13.5	
HGNC:8138	ONECUT1	one cut homeobox 1	15q21.3	HNF-6
HGNC:8139	ONECUT2	one cut homeobox 2	18q21.31	OC-2
HGNC:13399	ONECUT3	one cut homeobox 3	19p13.3	
HGNC:21382	OOEP	oocyte expressed protein	06q13	"Em:AC019205.2|KHDC2"
HGNC:49233	OOSP1	oocyte secreted protein 1	11q12.1	
HGNC:26699	OOSP2	oocyte secreted protein 2	11q12.1	"FLJ36198|OOSP2A"
HGNC:53903	OOSP3	oocyte secreted protein family member 3	11q12.1	
HGNC:53904	OOSP4A	oocyte secreted protein family member 4A	11q12.1	
HGNC:53905	OOSP4B	oocyte secreted protein family member 4B	11q12.1	
HGNC:8140	OPA1	OPA1 mitochondrial dynamin like GTPase	03q29	"NTG|KIAA0567|FLJ12460|NPG|MGM1"
HGNC:8142	OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3	19q13.32	"FLJ22187|MGA3"
HGNC:20707	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	10q24.1	"TMP10|HTMP10"
HGNC:8143	OPCML	opioid binding protein/cell adhesion molecule like	11q25	"OPCM|OBCAM|IGLON1"
HGNC:8148	OPHN1	oligophrenin 1	Xq12	"OPN1|ARHGAP41"
HGNC:8149	OPLAH	5-oxoprolinase, ATP-hydrolysing	08q24.3	"OPLA|5-Opase"
HGNC:9936	OPN1LW	opsin 1, long wave sensitive	Xq28	COD5
HGNC:4206	OPN1MW	opsin 1, medium wave sensitive	Xq28	"OPN1MW1|COD5"
HGNC:26952	OPN1MW2	opsin 1, medium wave sensitive 2	Xq28	
HGNC:51831	OPN1MW3	opsin 1, medium wave sensitive 3	Xq28	
HGNC:1012	OPN1SW	opsin 1, short wave sensitive	07q32.1	"BOP|CBT"
HGNC:14007	OPN3	opsin 3	01q43	"ERO|NMO-1|encephalopsin|PPP1R116"
HGNC:14449	OPN4	opsin 4	10q23.2	"MOP|melanopsin"
HGNC:19992	OPN5	opsin 5	06p12.3	"neuropsin|dJ402H5.1"
HGNC:8153	OPRD1	opioid receptor delta 1	01p35.3	
HGNC:8154	OPRK1	opioid receptor kappa 1	08q11.23	"KOR|OPRK"
HGNC:8155	OPRL1	opioid related nociceptin receptor 1	20q13.33	"NOCIR|ORL1|OOR|KOR-3|NOPr|PNOCR"
HGNC:8156	OPRM1	opioid receptor mu 1	06q25.2	MOR1
HGNC:17279	OPRPN	opiorphin prepropeptide	04q13.3	"BPLP|PRL1"
HGNC:8158	OPTC	opticin	01q32.1	
HGNC:17142	OPTN	optineurin	10p13	"FIP2|HYPL|FIP-2|TFIIIA-INTP|NRP|HIP7"
HGNC:8179	OR1A1	olfactory receptor family 1 subfamily A member 1	17p13.3	OR17-7
HGNC:8180	OR1A2	olfactory receptor family 1 subfamily A member 2	17p13.3	OR17-6
HGNC:8181	OR1B1	olfactory receptor family 1 subfamily B member 1	09q33.2	OR9-B
HGNC:8182	OR1C1	olfactory receptor family 1 subfamily C member 1	01q44	"TPCR27|HSTPCR27"
HGNC:8183	OR1D2	olfactory receptor family 1 subfamily D member 2	17p13.3	OR17-4
HGNC:8185	OR1D4	olfactory receptor family 1 subfamily D member 4	17p13.3	OR17-30
HGNC:8186	OR1D5	olfactory receptor family 1 subfamily D member 5	17p13.3	OR17-31
HGNC:8189	OR1E1	olfactory receptor family 1 subfamily E member 1	17p13.3	"OR17-2|HGM071|OR17-32|OR13-66"
HGNC:8190	OR1E2	olfactory receptor family 1 subfamily E member 2	17p13.2	"OR17-93|OR17-135"
HGNC:8191	OR1E3	olfactory receptor family 1 subfamily E member 3	17p13.3	OR17-210
HGNC:8194	OR1F1	olfactory receptor family 1 subfamily F member 1	16p13.3	"Olfmf|OR16-36|OR16-37|OR16-88|OR16-89|OR16-90|OLFMF|OR3-145"
HGNC:8204	OR1G1	olfactory receptor family 1 subfamily G member 1	17p13.3	OR17-209
HGNC:8207	OR1I1	olfactory receptor family 1 subfamily I member 1	19p13.1	"OR1I1P|OR19-20|OR1I1Q"
HGNC:8208	OR1J1	olfactory receptor family 1 subfamily J member 1	09q33.2	hg32
HGNC:8209	OR1J2	olfactory receptor family 1 subfamily J member 2	09q33.2	OST044
HGNC:8211	OR1J4	olfactory receptor family 1 subfamily J member 4	09q33.2	"HTPCRX01|HSHTPCRX01"
HGNC:8212	OR1K1	olfactory receptor family 1 subfamily K member 1	09q33	"hg99|MNAB"
HGNC:8213	OR1L1	olfactory receptor family 1 subfamily L member 1	09q33.2	OR9-C
HGNC:8215	OR1L3	olfactory receptor family 1 subfamily L member 3	09q33.2	OR9-D
HGNC:8216	OR1L4	olfactory receptor family 1 subfamily L member 4	09q33.2	OR9-E
HGNC:8218	OR1L6	olfactory receptor family 1 subfamily L member 6	09q33.2	
HGNC:15110	OR1L8	olfactory receptor family 1 subfamily L member 8	09q33.2	
HGNC:8220	OR1M1	olfactory receptor family 1 subfamily M member 1	19p13.2	OR19-6
HGNC:8221	OR1N1	olfactory receptor family 1 subfamily N member 1	09q33.2	OR1-26
HGNC:15111	OR1N2	olfactory receptor family 1 subfamily N member 2	09q33.2	
HGNC:8222	OR1P1	olfactory receptor family 1 subfamily P member 1 (gene/pseudogene)	17p13.3	OR17-208
HGNC:8223	OR1Q1	olfactory receptor family 1 subfamily Q member 1	09q33.2	"OST226|OR9-A|HSTPCR106|OST226OR9-A|TPCR106"
HGNC:8227	OR1S1	olfactory receptor family 1 subfamily S member 1	11q12.1	OST034
HGNC:15141	OR1S2	olfactory receptor family 1 subfamily S member 2	11q12.1	
HGNC:8229	OR2A1	olfactory receptor family 2 subfamily A member 1	07q35	
HGNC:8230	OR2A2	olfactory receptor family 2 subfamily A member 2	07q35	OST008
HGNC:14729	OR2A4	olfactory receptor family 2 subfamily A member 4	06q23.2	
HGNC:8232	OR2A5	olfactory receptor family 2 subfamily A member 5	07q35	"OR7-138|OR7-141"
HGNC:8234	OR2A7	olfactory receptor family 2 subfamily A member 7	07q35	HSDJ0798C17
HGNC:15082	OR2A12	olfactory receptor family 2 subfamily A member 12	07q35	
HGNC:15084	OR2A14	olfactory receptor family 2 subfamily A member 14	07q35	OST182
HGNC:19562	OR2A25	olfactory receptor family 2 subfamily A member 25	07q35	
HGNC:31230	OR2A42	olfactory receptor family 2 subfamily A member 42	07q35	
HGNC:15087	OR2AE1	olfactory receptor family 2 subfamily AE member 1	07q22.1	
HGNC:15142	OR2AG1	olfactory receptor family 2 subfamily AG member 1	11p15.4	
HGNC:15143	OR2AG2	olfactory receptor family 2 subfamily AG member 2	11p15.4	
HGNC:15001	OR2AJ1	olfactory receptor family 2 subfamily AJ member 1	01q44	OR2AJ1Q
HGNC:19569	OR2AK2	olfactory receptor family 2 subfamily AK member 2	01q44	
HGNC:15335	OR2AP1	olfactory receptor family 2 subfamily AP member 1	12q13.2	
HGNC:19620	OR2AT4	olfactory receptor family 2 subfamily AT member 4	11q13.4	
HGNC:13966	OR2B2	olfactory receptor family 2 subfamily B member 2	06p22.1	"hs6M1-10|OR6-1|OR2B2Q"
HGNC:8238	OR2B3	olfactory receptor family 2 subfamily B member 3	06p22.1	OR6-4
HGNC:8241	OR2B6	olfactory receptor family 2 subfamily B member 6	06p22.1	"OR6-31|dJ408B20.2|OR5-40|OR5-41"
HGNC:31249	OR2B11	olfactory receptor family 2 subfamily B member 11	01q44	
HGNC:8242	OR2C1	olfactory receptor family 2 subfamily C member 1	16p13.3	OLFmf3
HGNC:15005	OR2C3	olfactory receptor family 2 subfamily C member 3	01q44	OST742
HGNC:8244	OR2D2	olfactory receptor family 2 subfamily D member 2	11p15.4	"OR11-610|hg27"
HGNC:15146	OR2D3	olfactory receptor family 2 subfamily D member 3	11p15.4	
HGNC:8246	OR2F1	olfactory receptor family 2 subfamily F member 1	07q35	"OLF3|OR7-140|OR7-139|OR14-60"
HGNC:8247	OR2F2	olfactory receptor family 2 subfamily F member 2	07q35	OR7-1
HGNC:15007	OR2G2	olfactory receptor family 2 subfamily G member 2	01q44	
HGNC:15008	OR2G3	olfactory receptor family 2 subfamily G member 3	01q44	
HGNC:27019	OR2G6	olfactory receptor family 2 subfamily G member 6	01q44	
HGNC:8252	OR2H1	olfactory receptor family 2 subfamily H member 1	06p22.1	OR6-2
HGNC:8253	OR2H2	olfactory receptor family 2 subfamily H member 2	06p22.1	hs6M1-12
HGNC:8259	OR2J1	olfactory receptor family 2 subfamily J member 1	06p22.1	"OR6-5|hs6M1-4|dJ80I19.2"
HGNC:8260	OR2J2	olfactory receptor family 2 subfamily J member 2	06p22.1	"OR6-8|hs6M1-6|dJ80I19.4"
HGNC:8261	OR2J3	olfactory receptor family 2 subfamily J member 3	06p22.1	OR6-6
HGNC:8264	OR2K2	olfactory receptor family 2 subfamily K member 2	09q31.3	"HTPCRH06|HSHTPCRH06"
HGNC:8266	OR2L2	olfactory receptor family 2 subfamily L member 2	01q44	"HTPCRH07|HSHTPCRH07"
HGNC:15009	OR2L3	olfactory receptor family 2 subfamily L member 3	01q44	
HGNC:15011	OR2L5	olfactory receptor family 2 subfamily L member 5	01q44	
HGNC:15014	OR2L8	olfactory receptor family 2 subfamily L member 8	01q44	
HGNC:19578	OR2L13	olfactory receptor family 2 subfamily L member 13	01q44	
HGNC:8268	OR2M2	olfactory receptor family 2 subfamily M member 2	01q44	"OST423|OR2M2Q"
HGNC:8269	OR2M3	olfactory receptor family 2 subfamily M member 3	01q44	OST003
HGNC:8270	OR2M4	olfactory receptor family 2 subfamily M member 4	01q44	"HTPCRX18|TPCR100|HSHTPCRX18|OST710"
HGNC:19576	OR2M5	olfactory receptor family 2 subfamily M member 5	01q44	
HGNC:19594	OR2M7	olfactory receptor family 2 subfamily M member 7	01q44	
HGNC:8276	OR2S2	olfactory receptor family 2 subfamily S member 2	09p13.3	
HGNC:8277	OR2T1	olfactory receptor family 2 subfamily T member 1	01q44	OR1-25
HGNC:14725	OR2T2	olfactory receptor family 2 subfamily T member 2	01q44	
HGNC:14727	OR2T3	olfactory receptor family 2 subfamily T member 3	01q44	
HGNC:15016	OR2T4	olfactory receptor family 2 subfamily T member 4	01q44	OR2T4Q
HGNC:15017	OR2T5	olfactory receptor family 2 subfamily T member 5	01q44	
HGNC:15018	OR2T6	olfactory receptor family 2 subfamily T member 6	01q44	OST703
HGNC:15019	OR2T7	olfactory receptor family 2 subfamily T member 7	01q44	OST723
HGNC:15020	OR2T8	olfactory receptor family 2 subfamily T member 8	01q44	
HGNC:19573	OR2T10	olfactory receptor family 2 subfamily T member 10	01q44	
HGNC:19574	OR2T11	olfactory receptor family 2 subfamily T member 11	01q44	OR2T11Q
HGNC:19592	OR2T12	olfactory receptor family 2 subfamily T member 12	01q44	
HGNC:31252	OR2T27	olfactory receptor family 2 subfamily T member 27	01q44	
HGNC:31253	OR2T29	olfactory receptor family 2 subfamily T member 29	01q44	
HGNC:31255	OR2T33	olfactory receptor family 2 subfamily T member 33	01q44	
HGNC:31256	OR2T34	olfactory receptor family 2 subfamily T member 34	01q44	
HGNC:31257	OR2T35	olfactory receptor family 2 subfamily T member 35	01q44	
HGNC:8280	OR2V1	olfactory receptor family 2 subfamily V member 1	05q35.3	OST265
HGNC:15341	OR2V2	olfactory receptor family 2 subfamily V member 2	05q35.3	OST713
HGNC:8281	OR2W1	olfactory receptor family 2 subfamily W member 1	06p22.1	hs6M1-15
HGNC:15021	OR2W3	olfactory receptor family 2 subfamily W member 3	01q44	OST718
HGNC:14837	OR2Y1	olfactory receptor family 2 subfamily Y member 1	05q35.3	
HGNC:15391	OR2Z1	olfactory receptor family 2 subfamily Z member 1	19p13.2	
HGNC:8282	OR3A1	olfactory receptor family 3 subfamily A member 1	17p13.3	"OLFRA03|OR40|OR17-40"
HGNC:8283	OR3A2	olfactory receptor family 3 subfamily A member 2	17p13.3	"OLFRA04|OR228|OR17-228"
HGNC:8284	OR3A3	olfactory receptor family 3 subfamily A member 3	17p13.2	"OR17-201|OR17-137|OR17-16"
HGNC:15162	OR4A5	olfactory receptor family 4 subfamily A member 5	11q11	
HGNC:15165	OR4A8	olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)	11q11	
HGNC:15152	OR4A15	olfactory receptor family 4 subfamily A member 15	11q11	
HGNC:15153	OR4A16	olfactory receptor family 4 subfamily A member 16	11q11	OR4A16Q
HGNC:31266	OR4A47	olfactory receptor family 4 subfamily A member 47	11p11.2	
HGNC:8290	OR4B1	olfactory receptor family 4 subfamily B member 1	11p11.2	OST208
HGNC:14697	OR4C3	olfactory receptor family 4 subfamily C member 3	11p11.2	
HGNC:14702	OR4C5	olfactory receptor family 4 subfamily C member 5	11p11.2	OR4C5Q
HGNC:14743	OR4C6	olfactory receptor family 4 subfamily C member 6	11q11	
HGNC:15167	OR4C11	olfactory receptor family 4 subfamily C member 11	11q11	
HGNC:15168	OR4C12	olfactory receptor family 4 subfamily C member 12	11p11.12	
HGNC:15169	OR4C13	olfactory receptor family 4 subfamily C member 13	11p11.12	
HGNC:15171	OR4C15	olfactory receptor family 4 subfamily C member 15	11q11	
HGNC:15172	OR4C16	olfactory receptor family 4 subfamily C member 16	11q11	
HGNC:31270	OR4C45	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)	11p11.12	
HGNC:31271	OR4C46	olfactory receptor family 4 subfamily C member 46	11q11	
HGNC:8293	OR4D1	olfactory receptor family 4 subfamily D member 1	17q22	TPCR16
HGNC:8294	OR4D2	olfactory receptor family 4 subfamily D member 2	17q22	
HGNC:14852	OR4D5	olfactory receptor family 4 subfamily D member 5	11q24.1	
HGNC:15175	OR4D6	olfactory receptor family 4 subfamily D member 6	11q12.1	
HGNC:15178	OR4D9	olfactory receptor family 4 subfamily D member 9	11q12.1	
HGNC:15173	OR4D10	olfactory receptor family 4 subfamily D member 10	11q12.1	OST711
HGNC:15174	OR4D11	olfactory receptor family 4 subfamily D member 11	11q12.1	
HGNC:8296	OR4E1	olfactory receptor family 4 subfamily E member 1	14q11.2	
HGNC:8297	OR4E2	olfactory receptor family 4 subfamily E member 2	14q11.2	
HGNC:8300	OR4F3	olfactory receptor family 4 subfamily F member 3	05q35.3	
HGNC:8301	OR4F4	olfactory receptor family 4 subfamily F member 4	15q26.3	OR4F18
HGNC:14825	OR4F5	olfactory receptor family 4 subfamily F member 5	01p36.33	
HGNC:15372	OR4F6	olfactory receptor family 4 subfamily F member 6	15q26.3	
HGNC:15078	OR4F15	olfactory receptor family 4 subfamily F member 15	15q26.3	
HGNC:15079	OR4F16	olfactory receptor family 4 subfamily F member 16	01p36.33	
HGNC:15381	OR4F17	olfactory receptor family 4 subfamily F member 17	19p13.3	
HGNC:19583	OR4F21	olfactory receptor family 4 subfamily F member 21	08p23.3	
HGNC:31275	OR4F29	olfactory receptor family 4 subfamily F member 29	01p36.33	
HGNC:14726	OR4K1	olfactory receptor family 4 subfamily K member 1	14q11.2	
HGNC:14728	OR4K2	olfactory receptor family 4 subfamily K member 2	14q11.2	
HGNC:14731	OR4K3	olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)	14q11.2	
HGNC:14745	OR4K5	olfactory receptor family 4 subfamily K member 5	14q11.2	
HGNC:15351	OR4K13	olfactory receptor family 4 subfamily K member 13	14q11.2	
HGNC:15352	OR4K14	olfactory receptor family 4 subfamily K member 14	14q11.2	
HGNC:15353	OR4K15	olfactory receptor family 4 subfamily K member 15	14q11.2	OR4K15Q
HGNC:15355	OR4K17	olfactory receptor family 4 subfamily K member 17	14q11.2	
HGNC:15356	OR4L1	olfactory receptor family 4 subfamily L member 1	14q11.2	
HGNC:14735	OR4M1	olfactory receptor family 4 subfamily M member 1	14q11.2	
HGNC:15373	OR4M2	olfactory receptor family 4 subfamily M member 2	15q11.2	
HGNC:55109	OR4M2B	olfactory receptor family 4 subfamily M member 2B	15q11.2	
HGNC:14742	OR4N2	olfactory receptor family 4 subfamily N member 2	14q11.2	
HGNC:15375	OR4N4	olfactory receptor family 4 subfamily N member 4	15q11.2	
HGNC:55110	OR4N4C	olfactory receptor family 4 subfamily N member 4C	15q11.2	
HGNC:15358	OR4N5	olfactory receptor family 4 subfamily N member 5	14q11.2	
HGNC:15180	OR4P4	olfactory receptor family 4 subfamily P member 4	11q11	
HGNC:15359	OR4Q2	olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene)	14q11.2	
HGNC:15426	OR4Q3	olfactory receptor family 4 subfamily Q member 3	14q11.2	C14orf13
HGNC:14705	OR4S1	olfactory receptor family 4 subfamily S member 1	11p11.2	
HGNC:15183	OR4S2	olfactory receptor family 4 subfamily S member 2	11q11	OST725
HGNC:14854	OR4X1	olfactory receptor family 4 subfamily X member 1	11p11.2	
HGNC:15184	OR4X2	olfactory receptor family 4 subfamily X member 2	11p11.2	
HGNC:8319	OR5A1	olfactory receptor family 5 subfamily A member 1	11q12.1	OST181
HGNC:15249	OR5A2	olfactory receptor family 5 subfamily A member 2	11q12.1	
HGNC:15047	OR5AC1	olfactory receptor family 5 subfamily AC member 1 (gene/pseudogene)	03q11.2	
HGNC:15431	OR5AC2	olfactory receptor family 5 subfamily AC member 2	03q11.2	HSA1
HGNC:15251	OR5AK2	olfactory receptor family 5 subfamily AK member 2	11q12.1	
HGNC:14844	OR5AL1	olfactory receptor family 5 subfamily AL member 1 (gene/pseudogene)	11q12.1	
HGNC:15255	OR5AN1	olfactory receptor family 5 subfamily AN member 1	11q12.1	
HGNC:15258	OR5AP2	olfactory receptor family 5 subfamily AP member 2	11q12.1	
HGNC:15260	OR5AR1	olfactory receptor family 5 subfamily AR member 1	11q12.1	
HGNC:15261	OR5AS1	olfactory receptor family 5 subfamily AS member 1	11q12.1	
HGNC:15362	OR5AU1	olfactory receptor family 5 subfamily AU member 1	14q11.2	
HGNC:8323	OR5B2	olfactory receptor family 5 subfamily B member 2	11q12.1	OST073
HGNC:8324	OR5B3	olfactory receptor family 5 subfamily B member 3	11q12.1	OST129
HGNC:15432	OR5B12	olfactory receptor family 5 subfamily B member 12	11q12.1	OST743
HGNC:15267	OR5B17	olfactory receptor family 5 subfamily B member 17	11q12.1	
HGNC:19616	OR5B21	olfactory receptor family 5 subfamily B member 21	11q12.1	
HGNC:8331	OR5C1	olfactory receptor family 5 subfamily C member 1	09q33.2	"OR9-F|hRPK-465_F_21"
HGNC:15280	OR5D13	olfactory receptor family 5 subfamily D member 13	11q11	
HGNC:15281	OR5D14	olfactory receptor family 5 subfamily D member 14	11q11	
HGNC:15283	OR5D16	olfactory receptor family 5 subfamily D member 16	11q12.1	
HGNC:15285	OR5D18	olfactory receptor family 5 subfamily D member 18	11q12.1	
HGNC:8343	OR5F1	olfactory receptor family 5 subfamily F member 1	11q12.1	OR11-10
HGNC:15287	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)	11q12.1	
HGNC:8346	OR5H1	olfactory receptor family 5 subfamily H member 1	03q11.2	"HTPCRX14|HSHTPCRX14"
HGNC:14752	OR5H2	olfactory receptor family 5 subfamily H member 2	03q11.2	
HGNC:14767	OR5H6	olfactory receptor family 5 subfamily H member 6	03q11.2	
HGNC:14773	OR5H8	olfactory receptor family 5 subfamily H member 8 (gene/pseudogene)	03q11.2	
HGNC:31286	OR5H14	olfactory receptor family 5 subfamily H member 14	03q11.2	
HGNC:31287	OR5H15	olfactory receptor family 5 subfamily H member 15	03q11.2	
HGNC:8347	OR5I1	olfactory receptor family 5 subfamily I member 1	11q12.1	"HSOlf1|OLF1"
HGNC:19612	OR5J2	olfactory receptor family 5 subfamily J member 2	11q12.1	
HGNC:8349	OR5K1	olfactory receptor family 5 subfamily K member 1	03q11.2	"HTPCRX10|HSHTPCRX10"
HGNC:14774	OR5K2	olfactory receptor family 5 subfamily K member 2	03q11.2	
HGNC:31290	OR5K3	olfactory receptor family 5 subfamily K member 3	03q11.2	
HGNC:31291	OR5K4	olfactory receptor family 5 subfamily K member 4	03q11.2	
HGNC:8350	OR5L1	olfactory receptor family 5 subfamily L member 1	11q12.1	OST262
HGNC:8351	OR5L2	olfactory receptor family 5 subfamily L member 2	11q12.1	"HTPCRX16|HSHTPCRX16"
HGNC:8352	OR5M1	olfactory receptor family 5 subfamily M member 1	11q12.1	OST050
HGNC:14806	OR5M3	olfactory receptor family 5 subfamily M member 3	11q12.1	
HGNC:14846	OR5M8	olfactory receptor family 5 subfamily M member 8	11q12.1	
HGNC:15294	OR5M9	olfactory receptor family 5 subfamily M member 9	11q12.1	
HGNC:15290	OR5M10	olfactory receptor family 5 subfamily M member 10	11q12.1	
HGNC:15291	OR5M11	olfactory receptor family 5 subfamily M member 11	11q12.1	OR11-199
HGNC:14783	OR5P2	olfactory receptor family 5 subfamily P member 2	11p15.4	JCG3
HGNC:14784	OR5P3	olfactory receptor family 5 subfamily P member 3	11p15.4	JCG1
HGNC:14821	OR5T1	olfactory receptor family 5 subfamily T member 1	11q12.1	
HGNC:15296	OR5T2	olfactory receptor family 5 subfamily T member 2	11q12.1	
HGNC:15297	OR5T3	olfactory receptor family 5 subfamily T member 3	11q12.1	OR5T3Q
HGNC:13972	OR5V1	olfactory receptor family 5 subfamily V member 1	06p22.1	hs6M1-21
HGNC:15299	OR5W2	olfactory receptor family 5 subfamily W member 2	11q12.1	
HGNC:15301	OR6A2	olfactory receptor family 6 subfamily A member 2	11p15.4	OR11-55
HGNC:8354	OR6B1	olfactory receptor family 6 subfamily B member 1	07q35	OR7-3
HGNC:15041	OR6B2	olfactory receptor family 6 subfamily B member 2	02q37.3	
HGNC:15042	OR6B3	olfactory receptor family 6 subfamily B member 3	02q37.3	OR6B3Q
HGNC:8355	OR6C1	olfactory receptor family 6 subfamily C member 1	12q13.2	OST267
HGNC:15436	OR6C2	olfactory receptor family 6 subfamily C member 2	12q13.2	OR6C67
HGNC:15437	OR6C3	olfactory receptor family 6 subfamily C member 3	12q13.2	OST709
HGNC:19632	OR6C4	olfactory receptor family 6 subfamily C member 4	12q13.2	
HGNC:31293	OR6C6	olfactory receptor family 6 subfamily C member 6	12q13.2	
HGNC:31295	OR6C65	olfactory receptor family 6 subfamily C member 65	12q13.2	
HGNC:31297	OR6C68	olfactory receptor family 6 subfamily C member 68	12q13.2	
HGNC:31299	OR6C70	olfactory receptor family 6 subfamily C member 70	12q13.2	
HGNC:31303	OR6C74	olfactory receptor family 6 subfamily C member 74	12q13.2	
HGNC:31304	OR6C75	olfactory receptor family 6 subfamily C member 75	12q13.2	
HGNC:31305	OR6C76	olfactory receptor family 6 subfamily C member 76	12q13.2	
HGNC:15027	OR6F1	olfactory receptor family 6 subfamily F member 1	01q44	OST731
HGNC:14707	OR6J1	olfactory receptor family 6 subfamily J member 1	14q11.2	
HGNC:15029	OR6K2	olfactory receptor family 6 subfamily K member 2	01q23.1	
HGNC:15030	OR6K3	olfactory receptor family 6 subfamily K member 3	01q23.1	
HGNC:15033	OR6K6	olfactory receptor family 6 subfamily K member 6	01q23.1	
HGNC:14711	OR6M1	olfactory receptor family 6 subfamily M member 1	11q24.1	
HGNC:15034	OR6N1	olfactory receptor family 6 subfamily N member 1	01q23.1	
HGNC:15035	OR6N2	olfactory receptor family 6 subfamily N member 2	01q23.1	
HGNC:15036	OR6P1	olfactory receptor family 6 subfamily P member 1	01q23.1	
HGNC:15302	OR6Q1	olfactory receptor family 6 subfamily Q member 1	11q12.1	
HGNC:15363	OR6S1	olfactory receptor family 6 subfamily S member 1	14q11.2	OR6S1Q
HGNC:14848	OR6T1	olfactory receptor family 6 subfamily T member 1	11q24.1	
HGNC:15090	OR6V1	olfactory receptor family 6 subfamily V member 1	07q34	GPR138
HGNC:14737	OR6X1	olfactory receptor family 6 subfamily X member 1	11q24.1	
HGNC:14823	OR6Y1	olfactory receptor family 6 subfamily Y member 1	01q23.1	
HGNC:8368	OR7A5	olfactory receptor family 7 subfamily A member 5	19p13.1	HTPCR2
HGNC:8356	OR7A10	olfactory receptor family 7 subfamily A member 10	19p13.12	
HGNC:8363	OR7A17	olfactory receptor family 7 subfamily A member 17	19p13.12	HTPCRX19
HGNC:8373	OR7C1	olfactory receptor family 7 subfamily C member 1	19p13.1	OR19-5
HGNC:8374	OR7C2	olfactory receptor family 7 subfamily C member 2	19p13.12	OR19-18
HGNC:8378	OR7D2	olfactory receptor family 7 subfamily D member 2	19p13.2	"OR19-4|HTPCRH03|FLJ38149"
HGNC:8380	OR7D4	olfactory receptor family 7 subfamily D member 4	19p13.2	"hg105|OR19-B"
HGNC:8396	OR7E24	olfactory receptor family 7 subfamily E member 24	19p13.2	"OR19-8|HSHT2|OR7E24Q"
HGNC:8465	OR7G1	olfactory receptor family 7 subfamily G member 1	19p13.2	OR19-15
HGNC:8466	OR7G2	olfactory receptor family 7 subfamily G member 2	19p13.2	OST260
HGNC:8467	OR7G3	olfactory receptor family 7 subfamily G member 3	19p13.2	OST085
HGNC:8469	OR8A1	olfactory receptor family 8 subfamily A member 1	11q24.2	OST025
HGNC:8471	OR8B2	olfactory receptor family 8 subfamily B member 2	11q24.2	
HGNC:8472	OR8B3	olfactory receptor family 8 subfamily B member 3	11q24.2	
HGNC:8473	OR8B4	olfactory receptor family 8 subfamily B member 4	11q24.2	
HGNC:8477	OR8B8	olfactory receptor family 8 subfamily B member 8	11q24.2	TPCR85
HGNC:15307	OR8B12	olfactory receptor family 8 subfamily B member 12	11q24.2	
HGNC:8481	OR8D1	olfactory receptor family 8 subfamily D member 1	11q24.2	OST004
HGNC:8482	OR8D2	olfactory receptor family 8 subfamily D member 2	11q24.2	
HGNC:14840	OR8D4	olfactory receptor family 8 subfamily D member 4	11q24.1	
HGNC:8484	OR8G1	olfactory receptor family 8 subfamily G member 1	11q24.2	"TPCR25|HSTPCR25"
